"Class","V.GENE.heavy","J.GENE.heavy","D.GENE.heavy","VJ.GENE.heavy","VJ.length.heavy","V.length.heavy","CDR1.length.aa.heavy","CDR2.length.aa.heavy","CDR3.length.aa.heavy","N1.length.heavy","N2.length.heavy","P3V.length.heavy","P5D.length.heavy","P3D.length.heavy","P5J.length.heavy","VJ.identity.heavy","p.mutation.heavy","V.Nb.mutations.heavy","V.Nb.Silent.mut.heavy","V.Nb.NoSilent.mut.heavy","V.dN.dS.Ratio.heavy","cdr1.cad.I.heavy","cdr1.cad.II.heavy","cdr1.cad.III.heavy","cdr1.cad.IV.heavy","cdr1.cad.V.heavy","cdr1.mean.cad.I.heavy","cdr1.mean.cad.II.heavy","cdr1.mean.cad.III.heavy","cdr1.mean.cad.IV.heavy","cdr1.mean.cad.V.heavy","cdr1.sd.cad.I.heavy","cdr1.sd.cad.II.heavy","cdr1.sd.cad.III.heavy","cdr1.sd.cad.IV.heavy","cdr1.sd.cad.V.heavy","cdr2.cad.I.heavy","cdr2.cad.II.heavy","cdr2.cad.III.heavy","cdr2.cad.IV.heavy","cdr2.cad.V.heavy","cdr2.mean.cad.I.heavy","cdr2.mean.cad.II.heavy","cdr2.mean.cad.III.heavy","cdr2.mean.cad.IV.heavy","cdr2.mean.cad.V.heavy","cdr2.sd.cad.I.heavy","cdr2.sd.cad.II.heavy","cdr2.sd.cad.III.heavy","cdr2.sd.cad.IV.heavy","cdr2.sd.cad.V.heavy","cdr3.cad.I.heavy","cdr3.cad.II.heavy","cdr3.cad.III.heavy","cdr3.cad.IV.heavy","cdr3.cad.V.heavy","cdr3.mean.cad.I.heavy","cdr3.mean.cad.II.heavy","cdr3.mean.cad.III.heavy","cdr3.mean.cad.IV.heavy","cdr3.mean.cad.V.heavy","cdr3.sd.cad.I.heavy","cdr3.sd.cad.II.heavy","cdr3.sd.cad.III.heavy","cdr3.sd.cad.IV.heavy","cdr3.sd.cad.V.heavy"
"Healthy","IGHV3-33","IGHJ6","IGHD3-3","IGHV3-33.IGHJ6",347,288,8,8,21,3,5,2,0,0,0,98.27,1.73,1,1,0,0,"-0.384;-1.006;-0.032;-1.006;-0.228;-0.228;0.26;-0.384","1.652;-0.59;0.326;-0.59;1.399;1.399;0.83;1.652","1.33;1.891;2.213;1.891;-4.76;-4.76;3.097;1.33","1.045;-0.397;0.908;-0.397;0.67;0.67;-0.838;1.045","2.064;0.412;1.313;0.412;-2.647;-2.647;1.512;2.064",-0.376,0.75975,0.279,0.33825,0.310375,0.440870567,0.944625814,3.159358253,0.756729004,1.931407698,"-1.239;-0.595;0.26;1.05;-0.384;-0.228;0.945;1.831","-0.547;0.009;0.83;0.302;1.652;1.399;0.828;-0.561","2.131;0.672;3.097;-3.656;1.33;-4.76;1.299;0.533","0.393;-2.128;-0.838;-0.259;1.045;0.67;-0.169;-0.277","0.816;-0.184;1.512;-3.242;2.064;-2.647;0.933;1.648",0.205,0.489,0.08075,-0.195375,0.1125,1.011933933,0.832640893,2.785070286,0.985103466,2.008847146,"-1.343;-0.591;1.538;1.05;0.336;1.05;1.05;-1.006;-0.595;-0.228;-0.384;-0.228;0.931;0.26;0.26;0.26;-0.384;-0.663;1.05;-1.337;-0.595","0.465;-1.302;-0.055;0.302;-0.417;0.302;0.302;-0.59;0.009;1.399;1.652;1.399;-0.179;0.83;0.83;0.83;1.652;-1.524;0.302;-0.279;0.009","-0.862;-0.733;1.502;-3.656;-1.673;-3.656;-3.656;1.891;0.672;-4.76;1.33;-4.76;-3.005;3.097;3.097;3.097;1.33;2.219;-3.656;-0.544;0.672","-1.02;1.57;0.44;-0.259;-1.474;-0.259;-0.259;-0.397;-2.128;0.67;1.045;0.67;-0.503;-0.838;-0.838;-0.838;1.045;-1.005;-0.259;1.242;-2.128","-0.255;-0.146;2.897;-3.242;-0.078;-3.242;-3.242;0.412;-0.184;-2.647;2.064;-2.647;-1.853;1.512;1.512;1.512;2.064;1.212;-3.242;-1.262;-0.184",0.02052381,0.282714286,-0.574,-0.263,-0.430428571,0.849943799,0.865872805,2.731646134,1.046324711,2.034221487
"Healthy","IGHV3-30","IGHJ4","IGHD6-13","IGHV3-30.IGHJ4",335,288,8,8,21,4,14,2,0,1,0,94.63,5.37,16,3,13,4.333333333,"-0.384;-1.006;-0.032;-1.006;-0.228;0.945;0.26;-0.384","1.652;-0.59;0.326;-0.59;1.399;0.828;0.83;1.652","1.33;1.891;2.213;1.891;-4.76;1.299;3.097;1.33","1.045;-0.397;0.908;-0.397;0.67;-0.169;-0.838;1.045","2.064;0.412;1.313;0.412;-2.647;0.933;1.512;2.064",-0.229375,0.688375,1.036375,0.233375,0.757875,0.644948932,0.910375737,2.418108939,0.762301578,1.519017299,"-1.239;-0.228;0.26;1.05;-0.384;0.945;0.945;1.05","-0.547;1.399;0.83;0.302;1.652;0.828;0.828;0.302","2.131;-4.76;3.097;-3.656;1.33;1.299;1.299;-3.656","0.393;0.67;-0.838;-0.259;1.045;-0.169;-0.169;-0.259","0.816;-2.647;1.512;-3.242;2.064;0.933;0.933;-3.242",0.299875,0.69925,-0.3645,0.05175,-0.359125,0.851369558,0.688309056,3.107678555,0.605625709,2.266181334,"-1.343;-0.591;1.538;1.05;1.538;-0.591;-0.591;0.189;-0.228;-0.384;-0.032;1.831;-0.384;0.189;-0.032;-1.006;0.26;-1.006;1.05;0.26;-0.595","0.465;-1.302;-0.055;0.302;-0.055;-1.302;-1.302;2.081;1.399;1.652;0.326;-0.561;1.652;2.081;0.326;-0.59;0.83;-0.59;0.302;0.83;0.009","-0.862;-0.733;1.502;-3.656;1.502;-0.733;-0.733;-1.628;-4.76;1.33;2.213;0.533;1.33;-1.628;2.213;1.891;3.097;1.891;-3.656;3.097;0.672","-1.02;1.57;0.44;-0.259;0.44;1.57;1.57;0.421;0.67;1.045;0.908;-0.277;1.045;0.421;0.908;-0.397;-0.838;-0.397;-0.259;-0.838;-2.128","-0.255;-0.146;2.897;-3.242;2.897;-0.146;-0.146;-1.392;-2.647;2.064;1.313;1.648;2.064;-1.392;1.313;0.412;1.512;0.412;-3.242;1.512;-0.184",0.053428571,0.309428571,0.137238095,0.218809524,0.250095238,0.894809397,1.052556724,2.253499831,0.972425093,1.832122018
"Healthy","IGHV1-2","IGHJ4","IGHD6-13","IGHV1-2.IGHJ4",335,288,8,8,16,4,12,0,0,0,0,94.03,5.97,16,5,11,2.2,"-0.384;0.26;0.945;-1.006;-1.239;-0.591;0.26;0.26","1.652;0.83;0.828;-0.59;-0.547;-1.302;0.83;0.83","1.33;3.097;1.299;1.891;2.131;-0.733;3.097;3.097","1.045;-0.838;-0.169;-0.397;0.393;1.57;-0.838;-0.838","2.064;1.512;0.933;0.412;0.816;-0.146;1.512;1.512",-0.186875,0.316375,1.901125,-0.009,1.076875,0.742615155,1.001652625,1.307705126,0.926099964,0.714008291,"-1.239;0.945;-1.019;-0.228;-0.228;-0.384;-0.384;-0.032","-0.547;0.828;-0.987;1.399;1.399;1.652;1.652;0.326","2.131;1.299;-1.505;-4.76;-4.76;1.33;1.33;2.213","0.393;-0.169;1.266;0.67;0.67;1.045;1.045;0.908","0.816;0.933;-0.912;-2.647;-2.647;2.064;2.064;1.313",-0.321125,0.71525,-0.34025,0.7285,0.123,0.659159733,1.024359556,2.959676515,0.454561327,1.945854054,"-1.343;-0.591;-0.228;-0.595;-0.591;-0.591;-0.032;-0.384;0.189;-1.337;-0.591;-0.228;-1.006;1.05;0.26;-0.595","0.465;-1.302;1.399;0.009;-1.302;-1.302;0.326;1.652;2.081;-0.279;-1.302;1.399;-0.59;0.302;0.83;0.009","-0.862;-0.733;-4.76;0.672;-0.733;-0.733;2.213;1.33;-1.628;-0.544;-0.733;-4.76;1.891;-3.656;3.097;0.672","-1.02;1.57;0.67;-2.128;1.57;1.57;0.908;1.045;0.421;1.242;1.57;0.67;-0.397;-0.259;-0.838;-2.128","-0.255;-0.146;-2.647;-0.184;-0.146;-0.146;1.313;2.064;-1.392;-1.262;-0.146;-2.647;0.412;-3.242;1.512;-0.184",-0.4133125,0.1496875,-0.5791875,0.279125,-0.4435,0.601856098,1.123242017,2.307804909,1.269415187,1.495882527
"Healthy","IGHV1-2","IGHJ3","IGHD3-10","IGHV1-2.IGHJ3",337,288,8,8,17,0,14,0,0,0,0,88.72,11.28,24,9,15,1.666666667,"-0.384;0.26;-0.032;-1.006;-0.032;-0.591;0.26;0.26","1.652;0.83;0.326;-0.59;0.326;-1.302;0.83;0.83","1.33;3.097;2.213;1.891;2.213;-0.733;3.097;3.097","1.045;-0.838;0.908;-0.397;0.908;1.57;-0.838;-0.838","2.064;1.512;1.313;0.412;1.313;-0.146;1.512;1.512",-0.158125,0.36275,2.025625,0.19,1.1865,0.465002746,0.92573982,1.288730376,1.012873846,0.706628615,"-1.337;0.945;0.189;0.26;0.945;-0.384;1.05;-0.032","-0.279;0.828;2.081;0.83;0.828;1.652;0.302;0.326","-0.544;1.299;-1.628;3.097;1.299;1.33;-3.656;2.213","1.242;-0.169;0.421;-0.838;-0.169;1.045;-0.259;0.908","-1.262;0.933;-1.392;1.512;0.933;2.064;-3.242;1.313",0.2045,0.821,0.42625,0.272625,0.107375,0.810058023,0.756186485,2.219769084,0.743365501,1.850089723,"-1.343;-0.591;1.538;1.05;-1.006;0.26;-0.384;-0.228;0.931;-0.228;-1.006;-1.019;0.189;-0.384;0.945;-1.239;-0.595","0.465;-1.302;-0.055;0.302;-0.59;0.83;1.652;1.399;-0.179;1.399;-0.59;-0.987;2.081;1.652;0.828;-0.547;0.009","-0.862;-0.733;1.502;-3.656;1.891;3.097;1.33;-4.76;-3.005;-4.76;1.891;-1.505;-1.628;1.33;1.299;2.131;0.672","-1.02;1.57;0.44;-0.259;-0.397;-0.838;1.045;0.67;-0.503;0.67;-0.397;1.266;0.421;1.045;-0.169;0.393;-2.128","-0.255;-0.146;2.897;-3.242;0.412;1.512;2.064;-2.647;-1.853;-2.647;0.412;-0.912;-1.392;2.064;0.933;0.816;-0.184",-0.182941176,0.374529412,-0.339176471,0.106411765,-0.127529412,0.875553144,1.02165259,2.514566718,0.94924951,1.796616442
"Healthy","IGHV3-72","IGHJ4","IGHD3-16","IGHV3-72.IGHJ4",341,294,8,10,16,11,0,0,0,0,1,97.36,2.64,8,0,8,Inf,"-0.384;-1.006;-0.032;-1.006;-0.228;1.05;0.336;0.26","1.652;-0.59;0.326;-0.59;1.399;0.302;-0.417;0.83","1.33;1.891;2.213;1.891;-4.76;-3.656;-1.673;3.097","1.045;-0.397;0.908;-0.397;0.67;-0.259;-1.474;-0.838","2.064;0.412;1.313;0.412;-2.647;-3.242;-0.078;1.512",-0.12625,0.364,0.041625,-0.09275,-0.03175,0.694881233,0.876910649,2.981333447,0.890729035,1.931871391,"-1.239;1.357;0.945;1.831;-1.337;0.945;-0.228;0.26;-0.228;-0.032","-0.547;-1.453;0.828;-0.561;-0.279;0.828;1.399;0.83;1.399;0.326","2.131;1.477;1.299;0.533;-0.544;1.299;-4.76;3.097;-4.76;2.213","0.393;0.113;-0.169;-0.277;1.242;-0.169;0.67;-0.838;0.67;0.908","0.816;-0.837;0.933;1.648;-1.262;0.933;-2.647;1.512;-2.647;1.313",0.2274,0.277,0.1985,0.2543,-0.0238,1.05188901,0.949645314,2.790608705,0.634337458,1.68105845,"-1.343;-1.337;-0.032;-1.006;-1.006;-0.228;-0.032;-0.663;1.831;-0.384;0.26;1.05;-1.006;1.05;0.26;-0.595","0.465;-0.279;0.326;-0.59;-0.59;1.399;0.326;-1.524;-0.561;1.652;0.83;0.302;-0.59;0.302;0.83;0.009","-0.862;-0.544;2.213;1.891;1.891;-4.76;2.213;2.219;0.533;1.33;3.097;-3.656;1.891;-3.656;3.097;0.672","-1.02;1.242;0.908;-0.397;-0.397;0.67;0.908;-1.005;-0.277;1.045;-0.838;-0.259;-0.397;-0.259;-0.838;-2.128","-0.255;-1.262;1.313;0.412;0.412;-2.647;1.313;1.212;1.648;2.064;1.512;-3.242;0.412;-3.242;1.512;-0.184",-0.1988125,0.1441875,0.4730625,-0.190125,0.061125,0.919519673,0.82065699,2.503096415,0.924520479,1.76321456
"Healthy","IGHV3-15","IGHJ4","IGHD3-10","IGHV3-15.IGHJ4",341,294,8,10,11,0,10,0,0,0,0,93.55,6.45,14,5,9,1.8,"-0.384;-1.006;-0.032;-1.006;-0.032;-0.384;-0.591;-0.595","1.652;-0.59;0.326;-0.59;0.326;1.652;-1.302;0.009","1.33;1.891;2.213;1.891;2.213;1.33;-0.733;0.672","1.045;-0.397;0.908;-0.397;0.908;1.045;1.57;-2.128","2.064;0.412;1.313;0.412;1.313;2.064;-0.146;-0.184",-0.50375,0.185375,1.350875,0.31925,0.906,0.376871615,1.054739905,0.990978368,1.214561385,0.90995306,"-1.239;1.831;-0.032;1.831;-0.032;1.05;-0.384;-0.384;-0.032;-1.239","-0.547;-0.561;0.326;-0.561;0.326;0.302;1.652;1.652;0.326;-0.547","2.131;0.533;2.213;0.533;2.213;-3.656;1.33;1.33;2.213;2.131","0.393;-0.277;0.908;-0.277;0.908;-0.259;1.045;1.045;0.908;0.393","0.816;1.648;1.313;1.648;1.313;-3.242;2.064;2.064;1.313;0.816",0.137,0.2368,1.0971,0.4787,0.9753,1.104946354,0.852144849,1.8015567,0.56719016,1.543951716,"-1.343;-0.032;-0.591;-1.337;-0.384;-0.591;1.831;-0.032;-0.032;0.26;-0.595","0.465;0.326;-1.302;-0.279;1.652;-1.302;-0.561;0.326;0.326;0.83;0.009","-0.862;2.213;-0.733;-0.544;1.33;-0.733;0.533;2.213;2.213;3.097;0.672","-1.02;0.908;1.57;1.242;1.045;1.57;-0.277;0.908;0.908;-0.838;-2.128","-0.255;1.313;-0.146;-1.262;2.064;-0.146;1.648;1.313;1.313;1.512;-0.184",-0.258727273,0.044545455,0.854454545,0.353454545,0.651818182,0.864763331,0.878309782,1.444667046,1.22520638,1.072132064
"Healthy","IGHV3-30","IGHJ4","IGHD1-14","IGHV3-30.IGHJ4",335,288,8,8,27,27,26,0,0,0,0,89.85,10.15,28,9,19,2.111111111,"-0.384;-1.006;-0.228;-1.006;-1.239;-1.019;0.26;-0.384","1.652;-0.59;1.399;-0.59;-0.547;-0.987;0.83;1.652","1.33;1.891;-4.76;1.891;2.131;-1.505;3.097;1.33","1.045;-0.397;0.67;-0.397;0.393;1.266;-0.838;1.045","2.064;0.412;-2.647;0.412;0.816;-0.912;1.512;2.064",-0.62575,0.352375,0.675625,0.348375,0.465125,0.518176128,1.13895578,2.566069921,0.796124171,1.599968878,"-1.239;-0.228;0.26;1.05;-0.384;-0.228;0.945;1.831","-0.547;1.399;0.83;0.302;1.652;1.399;0.828;-0.561","2.131;-4.76;3.097;-3.656;1.33;-4.76;1.299;0.533","0.393;0.67;-0.838;-0.259;1.045;0.67;-0.169;-0.277","0.816;-2.647;1.512;-3.242;2.064;-2.647;0.933;1.648",0.250875,0.66275,-0.59825,0.154375,-0.195375,0.978243679,0.862655659,3.244583872,0.63563645,2.236607759,"-1.343;-0.591;1.831;-0.032;1.538;-0.228;1.538;-0.384;-1.239;-0.591;0.189;0.189;1.538;-0.032;1.831;1.05;1.538;-0.591;-0.228;0.189;-0.228;-0.228;0.189;-1.006;1.05;-0.228;-0.595","0.465;-1.302;-0.561;0.326;-0.055;1.399;-0.055;1.652;-0.547;-1.302;2.081;2.081;-0.055;0.326;-0.561;0.302;-0.055;-1.302;1.399;2.081;1.399;1.399;2.081;-0.59;0.302;1.399;0.009","-0.862;-0.733;0.533;2.213;1.502;-4.76;1.502;1.33;2.131;-0.733;-1.628;-1.628;1.502;2.213;0.533;-3.656;1.502;-0.733;-4.76;-1.628;-4.76;-4.76;-1.628;1.891;-3.656;-4.76;0.672","-1.02;1.57;-0.277;0.908;0.44;0.67;0.44;1.045;0.393;1.57;0.421;0.421;0.44;0.908;-0.277;-0.259;0.44;1.57;0.67;0.421;0.67;0.67;0.421;-0.397;-0.259;0.67;-2.128","-0.255;-0.146;1.648;1.313;2.897;-2.647;2.897;2.064;0.816;-0.146;-1.392;-1.392;2.897;1.313;1.648;-3.242;2.897;-0.146;-2.647;-1.392;-2.647;-2.647;-1.392;0.412;-3.242;-2.647;-0.184",0.189851852,0.456148148,-0.857814815,0.375592593,-0.198592593,0.954819746,1.095535721,2.502565822,0.789914662,2.061074053
"Healthy","IGHV1-46","IGHJ5","IGHD1-26","IGHV1-46.IGHJ5",338,288,8,8,18,9,6,0,0,0,0,95.86,4.14,10,3,7,2.333333333,"-0.384;0.945;-0.032;-1.006;-0.032;-0.228;0.26;0.26","1.652;0.828;0.326;-0.59;0.326;1.399;0.83;0.83","1.33;1.299;2.213;1.891;2.213;-4.76;3.097;3.097","1.045;-0.169;0.908;-0.397;0.908;0.67;-0.838;-0.838","2.064;0.933;1.313;0.412;1.313;-2.647;1.512;1.512",-0.027125,0.700125,1.2975,0.161125,0.8015,0.565162793,0.695797679,2.541070865,0.80824509,1.472992387,"-1.239;0.945;0.189;-0.032;-0.591;-0.384;-0.032;-0.032","-0.547;0.828;2.081;0.326;-1.302;1.652;0.326;0.326","2.131;1.299;-1.628;2.213;-0.733;1.33;2.213;2.213","0.393;-0.169;0.421;0.908;1.57;1.045;0.908;0.908","0.816;0.933;-1.392;1.313;-0.146;2.064;1.313;1.313",-0.147,0.46125,1.12975,0.748,0.77675,0.631416096,1.092603542,1.496021462,0.522977192,1.075745821,"-1.343;-0.591;1.538;-0.384;-1.019;-1.019;1.831;-0.595;1.357;-1.019;-1.239;-0.228;0.336;-0.595;-1.006;1.05;0.189;-0.595","0.465;-1.302;-0.055;1.652;-0.987;-0.987;-0.561;0.009;-1.453;-0.987;-0.547;1.399;-0.417;0.009;-0.59;0.302;2.081;0.009","-0.862;-0.733;1.502;1.33;-1.505;-1.505;0.533;0.672;1.477;-1.505;2.131;-4.76;-1.673;0.672;1.891;-3.656;-1.628;0.672","-1.02;1.57;0.44;1.045;1.266;1.266;-0.277;-2.128;0.113;1.266;0.393;0.67;-1.474;-2.128;-0.397;-0.259;0.421;-2.128","-0.255;-0.146;2.897;2.064;-0.912;-0.912;1.648;-0.184;-0.837;-0.912;0.816;-2.647;-0.078;-0.184;0.412;-3.242;-1.392;-0.184",-0.185111111,-0.108888889,-0.385944444,-0.075611111,-0.224888889,1.007923485,0.999381567,1.922464976,1.244963791,1.497811929
"Healthy","IGHV3-23","IGHJ6","IGHD4-17","IGHV3-23.IGHJ6",347,288,8,8,17,6,1,0,0,0,0,95.1,4.9,12,3,9,3,"-0.384;-1.006;-0.032;-1.006;-0.228;0.945;0.26;-0.591","1.652;-0.59;0.326;-0.59;1.399;0.828;0.83;-1.302","1.33;1.891;2.213;1.891;-4.76;1.299;3.097;-0.733","1.045;-0.397;0.908;-0.397;0.67;-0.169;-0.838;1.57","2.064;0.412;1.313;0.412;-2.647;0.933;1.512;-0.146",-0.25525,0.319125,0.7785,0.299,0.481625,0.656094669,1.051783715,2.491219782,0.858662082,1.446790037,"-1.239;-0.228;0.945;-0.228;-0.384;-0.228;-0.228;-0.032","-0.547;1.399;0.828;1.399;1.652;1.399;1.399;0.326","2.131;-4.76;1.299;-4.76;1.33;-4.76;-4.76;2.213","0.393;0.67;-0.169;0.67;1.045;0.67;0.67;0.908","0.816;-2.647;0.933;-2.647;2.064;-2.647;-2.647;1.313",-0.20275,0.981875,-1.508375,0.607125,-0.68275,0.592295956,0.749890361,3.491288544,0.367674716,2.131989865,"-1.343;-0.591;1.831;0.931;-0.384;0.26;-0.384;1.05;0.26;0.26;-0.595;0.26;-0.384;-0.663;1.05;-1.337;-0.595","0.465;-1.302;-0.561;-0.179;1.652;0.83;1.652;0.302;0.83;0.83;0.009;0.83;1.652;-1.524;0.302;-0.279;0.009","-0.862;-0.733;0.533;-3.005;1.33;3.097;1.33;-3.656;3.097;3.097;0.672;3.097;1.33;2.219;-3.656;-0.544;0.672","-1.02;1.57;-0.277;-0.503;1.045;-0.838;1.045;-0.259;-0.838;-0.838;-2.128;-0.838;1.045;-1.005;-0.259;1.242;-2.128","-0.255;-0.146;1.648;-1.853;2.064;1.512;2.064;-3.242;1.512;1.512;-0.184;1.512;2.064;1.212;-3.242;-1.262;-0.184",-0.022,0.324588235,0.471647059,-0.293176471,0.278352941,0.873819919,0.935180869,2.2822803,1.123677458,1.785251731
"Healthy","IGHV3-15","IGHJ4","IGHD5-18","IGHV3-15.IGHJ4",341,294,8,10,12,13,3,0,0,0,0,93.55,6.45,16,4,12,3,"-0.384;-1.006;-0.032;-1.006;-0.228;0.945;-0.591;-0.595","1.652;-0.59;0.326;-0.59;1.399;0.828;-1.302;0.009","1.33;1.891;2.213;1.891;-4.76;1.299;-0.733;0.672","1.045;-0.397;0.908;-0.397;0.67;-0.169;1.57;-2.128","2.064;0.412;1.313;0.412;-2.647;0.933;-0.146;-0.184",-0.362125,0.2165,0.475375,0.13775,0.269625,0.629261571,1.034730607,2.309732634,1.168066259,1.397663452,"-1.239;1.538;-0.228;1.831;-0.228;1.05;-0.384;-0.384;-0.032;-0.032","-0.547;-0.055;1.399;-0.561;1.399;0.302;1.652;1.652;0.326;0.326","2.131;1.502;-4.76;0.533;-4.76;-3.656;1.33;1.33;2.213;2.213","0.393;0.44;0.67;-0.277;0.67;-0.259;1.045;1.045;0.908;0.908","0.816;2.897;-2.647;1.648;-2.647;-3.242;2.064;2.064;1.313;1.313",0.1892,0.5893,-0.1924,0.5543,0.3579,0.966010559,0.87054109,2.957573149,0.488779898,2.284862186,"-1.343;-1.006;0.189;-0.228;0.189;0.336;-0.228;0.26;1.831;1.05;0.26;-0.595","0.465;-0.59;2.081;1.399;2.081;-0.417;1.399;0.83;-0.561;0.302;0.83;0.009","-0.862;1.891;-1.628;-4.76;-1.628;-1.673;-4.76;3.097;0.533;-3.656;3.097;0.672","-1.02;-0.397;0.421;0.67;0.421;-1.474;0.67;-0.838;-0.277;-0.259;-0.838;-2.128","-0.255;0.412;-1.392;-2.647;-1.392;-0.078;-2.647;1.512;1.648;-3.242;1.512;-0.184",0.059583333,0.652333333,-0.806416667,-0.42075,-0.56275,0.853105286,0.953037186,2.750453763,0.882933244,1.709911222
"Healthy","IGHV1-69","IGHJ6","IGHD2-8","IGHV1-69.IGHJ6",347,288,8,8,21,4,3,2,0,0,0,96.54,3.46,1,0,1,Inf,"-0.384;-0.384;-0.032;-1.006;-0.228;-0.032;0.26;-0.591","1.652;1.652;0.326;-0.59;1.399;0.326;0.83;-1.302","1.33;1.33;2.213;1.891;-4.76;2.213;3.097;-0.733","1.045;1.045;0.908;-0.397;0.67;0.908;-0.838;1.57","2.064;2.064;1.313;0.412;-2.647;1.313;1.512;-0.146",-0.299625,0.536625,0.822625,0.613875,0.735625,0.389075805,1.072808988,2.515126293,0.809928645,1.564005383,"-1.239;-1.239;0.189;-1.239;-1.006;-0.384;-0.032;-0.591","-0.547;-0.547;2.081;-0.547;-0.59;1.652;0.326;-1.302","2.131;2.131;-1.628;2.131;1.891;1.33;2.213;-0.733","0.393;0.393;0.421;0.393;-0.397;1.045;0.908;1.57","0.816;0.816;-1.392;0.816;0.412;2.064;1.313;-0.146",-0.692625,0.06575,1.18325,0.59075,0.587375,0.574834868,1.199540835,1.504880702,0.584037853,1.024714725,"-1.343;-0.591;1.538;1.05;0.931;1.538;1.357;0.26;-1.343;-0.032;0.945;-0.384;-1.337;-1.343;0.26;-1.019;-0.384;-0.663;1.05;-1.337;-0.595","0.465;-1.302;-0.055;0.302;-0.179;-0.055;-1.453;0.83;0.465;0.326;0.828;1.652;-0.279;0.465;0.83;-0.987;1.652;-1.524;0.302;-0.279;0.009","-0.862;-0.733;1.502;-3.656;-3.005;1.502;1.477;3.097;-0.862;2.213;1.299;1.33;-0.544;-0.862;3.097;-1.505;1.33;2.219;-3.656;-0.544;0.672","-1.02;1.57;0.44;-0.259;-0.503;0.44;0.113;-0.838;-1.02;0.908;-0.169;1.045;1.242;-1.02;-0.838;1.266;1.045;-1.005;-0.259;1.242;-2.128","-0.255;-0.146;2.897;-3.242;-1.853;2.897;-0.837;1.512;-0.255;1.313;0.933;2.064;-1.262;-0.255;1.512;-0.912;2.064;1.212;-3.242;-1.262;-0.184",-0.068666667,0.095857143,0.167095238,0.012,0.12852381,1.049680015,0.882128181,2.02699467,1.025623518,1.775060552
"Healthy","IGHV3-13","IGHJ2","IGHD3-22","IGHV3-13.IGHJ2",337,285,8,7,16,3,5,1,0,0,0,92.88,7.12,21,4,17,4.25,"-0.384;-1.006;-0.228;-1.006;-0.228;-0.228;0.26;1.05","1.652;-0.59;1.399;-0.59;1.399;1.399;0.83;0.302","1.33;1.891;-4.76;1.891;-4.76;-4.76;3.097;-3.656","1.045;-0.397;0.67;-0.397;0.67;0.67;-0.838;-0.259","2.064;0.412;-2.647;0.412;-2.647;-2.647;1.512;-3.242",-0.22125,0.725125,-1.215875,0.1455,-0.847875,0.666115338,0.915779206,3.546112376,0.692191757,2.160191224,"-1.239;-0.384;-1.006;0.945;-0.384;-0.591;-0.032","-0.547;1.652;-0.59;0.828;1.652;-1.302;0.326","2.131;1.33;1.891;1.299;1.33;-0.733;2.213","0.393;1.045;-0.397;-0.169;1.045;1.57;0.908","0.816;2.064;0.412;0.933;2.064;-0.146;1.313",-0.384428571,0.288428571,1.351571429,0.627857143,1.065142857,0.713080373,1.155439578,0.99913994,0.713512539,0.819538575,"-1.343;-1.337;1.538;1.05;1.357;1.05;-0.591;-0.228;-0.384;-1.019;-0.384;0.26;-1.006;1.05;-1.019;-0.595","0.465;-0.279;-0.055;0.302;-1.453;0.302;-1.302;1.399;1.652;-0.987;1.652;0.83;-0.59;0.302;-0.987;0.009","-0.862;-0.544;1.502;-3.656;1.477;-3.656;-0.733;-4.76;1.33;-1.505;1.33;3.097;1.891;-3.656;-1.505;0.672","-1.02;1.242;0.44;-0.259;0.113;-0.259;1.57;0.67;1.045;1.266;1.045;-0.838;-0.397;-0.259;1.266;-2.128","-0.255;-1.262;2.897;-3.242;-0.837;-3.242;-0.146;-2.647;2.064;-0.912;2.064;1.512;0.412;-3.242;-0.912;-0.184",-0.1000625,0.07875,-0.598625,0.2185625,-0.49575,1.005052932,0.989232666,2.376601267,1.030141153,1.967258651
